timestamp,zone,people,garbage,risk,cleanliness_score
20:41:11,cctv_zone,0,0,LOW,100
20:41:14,cctv_zone,0,2,LOW,86.0
20:41:17,cctv_zone,0,0,LOW,100
20:47:46,cctv_zone,1,1,LOW,92.94
20:47:50,cctv_zone,0,3,LOW,79.0
20:47:54,cctv_zone,0,1,LOW,93.0
20:47:58,cctv_zone,0,1,LOW,93.0
20:48:03,cctv_zone,0,0,LOW,100
20:48:07,cctv_zone,0,0,LOW,100
20:48:11,cctv_zone,0,0,LOW,100
20:48:15,cctv_zone,0,0,LOW,100
20:48:19,cctv_zone,0,0,LOW,100
03:03:46,cctv_zone,0,2,LOW,86.0
03:03:48,cctv_zone,1,5,LOW,64.7
03:03:51,cctv_zone,0,6,LOW,58.0
03:03:53,cctv_zone,0,3,LOW,79.0
03:03:56,cctv_zone,0,2,LOW,86.0
03:03:58,cctv_zone,0,3,LOW,79.0
03:04:01,cctv_zone,1,2,LOW,85.88
03:04:07,cctv_zone,1,8,LOW,43.52
03:05:42,cctv_zone,1,0,LOW,100
03:05:44,cctv_zone,1,0,LOW,100
03:05:48,cctv_zone,1,0,LOW,100
03:05:50,cctv_zone,1,0,LOW,100
03:05:53,cctv_zone,1,0,LOW,100
03:05:56,cctv_zone,1,0,LOW,100
03:05:58,cctv_zone,1,0,LOW,100
03:06:01,cctv_zone,1,0,LOW,100
03:06:03,cctv_zone,0,0,LOW,100
03:06:06,cctv_zone,1,0,LOW,100
03:06:09,cctv_zone,1,0,LOW,100
03:06:12,cctv_zone,1,1,LOW,92.94
03:06:15,cctv_zone,0,1,LOW,93.0
03:06:18,cctv_zone,1,1,LOW,92.94
03:06:20,cctv_zone,0,1,LOW,93.0
03:06:23,cctv_zone,0,1,LOW,93.0
03:06:27,cctv_zone,0,1,LOW,93.0
03:06:31,cctv_zone,0,1,LOW,93.0
03:06:34,cctv_zone,0,1,LOW,93.0
03:06:36,cctv_zone,0,1,LOW,93.0
03:06:40,cctv_zone,0,1,LOW,93.0
03:07:02,cctv_zone,0,0,LOW,100
03:07:05,cctv_zone,1,0,LOW,100
03:07:07,cctv_zone,2,0,LOW,100
03:07:10,cctv_zone,1,1,LOW,92.94
03:07:13,cctv_zone,1,0,LOW,100
03:07:16,cctv_zone,2,0,LOW,100
03:07:18,cctv_zone,1,0,LOW,100
03:07:23,cctv_zone,1,0,LOW,100
03:07:26,cctv_zone,2,0,LOW,100
03:07:28,cctv_zone,1,0,LOW,100
03:07:32,cctv_zone,2,0,LOW,100
03:07:35,cctv_zone,2,0,LOW,100
03:07:39,cctv_zone,2,0,LOW,100
03:07:42,cctv_zone,2,0,LOW,100
03:07:44,cctv_zone,4,0,LOW,100
03:07:47,cctv_zone,5,0,LOW,100
03:07:50,cctv_zone,4,0,LOW,100
03:07:54,cctv_zone,4,0,LOW,100
03:07:56,cctv_zone,5,0,LOW,100
03:07:59,cctv_zone,4,0,LOW,100
03:08:02,cctv_zone,4,0,LOW,100
03:08:05,cctv_zone,3,1,LOW,92.82
03:08:08,cctv_zone,2,0,LOW,100
03:08:11,cctv_zone,2,0,LOW,100
03:08:13,cctv_zone,1,1,LOW,92.94
03:08:17,cctv_zone,1,1,LOW,92.94
03:08:20,cctv_zone,3,0,LOW,100
03:08:22,cctv_zone,2,0,LOW,100
03:08:24,cctv_zone,1,0,LOW,100
03:08:27,cctv_zone,1,0,LOW,100
03:08:30,cctv_zone,1,0,LOW,100
03:08:33,cctv_zone,1,0,LOW,100
03:08:35,cctv_zone,0,0,LOW,100
03:08:38,cctv_zone,1,0,LOW,100
03:08:41,cctv_zone,1,0,LOW,100
03:08:43,cctv_zone,1,0,LOW,100
03:08:46,cctv_zone,1,1,LOW,92.94
03:08:48,cctv_zone,2,1,LOW,92.88
03:09:01,cctv_zone,0,5,LOW,65.0
03:09:04,cctv_zone,0,5,LOW,65.0
03:09:07,cctv_zone,0,5,LOW,65.0
03:09:09,cctv_zone,0,4,LOW,72.0
03:09:12,cctv_zone,0,4,LOW,72.0
03:09:15,cctv_zone,0,5,LOW,65.0
03:09:19,cctv_zone,0,4,LOW,72.0
03:09:22,cctv_zone,0,5,LOW,65.0
03:09:24,cctv_zone,0,5,LOW,65.0
03:09:27,cctv_zone,0,5,LOW,65.0
03:09:30,cctv_zone,0,4,LOW,72.0
03:09:33,cctv_zone,0,4,LOW,72.0
03:09:36,cctv_zone,0,4,LOW,72.0
03:09:39,cctv_zone,0,3,LOW,79.0
03:09:42,cctv_zone,0,2,LOW,86.0
03:09:44,cctv_zone,0,2,LOW,86.0
03:09:47,cctv_zone,0,3,LOW,79.0
03:09:50,cctv_zone,0,3,LOW,79.0
03:09:53,cctv_zone,0,2,LOW,86.0
03:09:56,cctv_zone,0,2,LOW,86.0
03:10:00,cctv_zone,0,2,LOW,86.0
03:10:02,cctv_zone,0,3,LOW,79.0
03:10:04,cctv_zone,0,2,LOW,86.0
03:10:21,cctv_zone,1,0,LOW,100
03:10:24,cctv_zone,1,0,LOW,100
03:10:28,cctv_zone,1,0,LOW,100
03:10:30,cctv_zone,1,0,LOW,100
03:10:33,cctv_zone,1,0,LOW,100
03:10:36,cctv_zone,1,0,LOW,100
03:10:38,cctv_zone,1,0,LOW,100
03:10:41,cctv_zone,1,0,LOW,100
03:10:44,cctv_zone,0,0,LOW,100
03:10:46,cctv_zone,1,0,LOW,100
03:10:50,cctv_zone,1,0,LOW,100
03:10:52,cctv_zone,1,1,LOW,92.94
03:10:54,cctv_zone,0,1,LOW,93.0
03:10:58,cctv_zone,1,1,LOW,92.94
03:11:01,cctv_zone,0,1,LOW,93.0
03:11:03,cctv_zone,0,1,LOW,93.0
03:11:06,cctv_zone,0,1,LOW,93.0
03:11:09,cctv_zone,0,1,LOW,93.0
03:11:13,cctv_zone,0,1,LOW,93.0
03:11:15,cctv_zone,0,1,LOW,93.0
03:11:19,cctv_zone,0,1,LOW,93.0
03:11:22,cctv_zone,0,1,LOW,93.0
03:11:25,cctv_zone,0,1,LOW,93.0
03:11:27,cctv_zone,0,2,LOW,86.0
03:11:30,cctv_zone,0,2,LOW,86.0
03:11:32,cctv_zone,0,2,LOW,86.0
03:11:35,cctv_zone,0,2,LOW,86.0
03:11:37,cctv_zone,0,2,LOW,86.0
03:11:40,cctv_zone,0,2,LOW,86.0
03:11:43,cctv_zone,0,2,LOW,86.0
03:11:46,cctv_zone,0,2,LOW,86.0
03:11:49,cctv_zone,0,2,LOW,86.0
03:11:52,cctv_zone,0,2,LOW,86.0
03:11:54,cctv_zone,0,2,LOW,86.0
03:11:57,cctv_zone,0,3,LOW,79.0
03:12:00,cctv_zone,0,3,LOW,79.0
03:12:02,cctv_zone,0,2,LOW,86.0
03:12:05,cctv_zone,0,2,LOW,86.0
03:12:08,cctv_zone,0,3,LOW,79.0
03:12:11,cctv_zone,0,3,LOW,79.0
03:12:15,cctv_zone,0,3,LOW,79.0
03:12:18,cctv_zone,0,3,LOW,79.0
03:12:20,cctv_zone,0,2,LOW,86.0
03:12:23,cctv_zone,0,3,LOW,79.0
03:12:26,cctv_zone,0,3,LOW,79.0
03:12:28,cctv_zone,0,3,LOW,79.0
03:12:31,cctv_zone,0,3,LOW,79.0
03:12:34,cctv_zone,0,4,LOW,72.0
03:12:36,cctv_zone,0,3,LOW,79.0
03:12:39,cctv_zone,0,3,LOW,79.0
03:12:44,cctv_zone,0,3,LOW,79.0
03:12:46,cctv_zone,0,4,LOW,72.0
03:12:49,cctv_zone,0,3,LOW,79.0
03:12:52,cctv_zone,0,4,LOW,72.0
03:12:55,cctv_zone,0,4,LOW,72.0
03:12:58,cctv_zone,0,3,LOW,79.0
03:13:00,cctv_zone,0,3,LOW,79.0
03:13:03,cctv_zone,0,3,LOW,79.0
03:13:06,cctv_zone,0,4,LOW,72.0
03:13:09,cctv_zone,0,5,LOW,65.0
03:13:11,cctv_zone,0,3,LOW,79.0
03:15:23,cctv_zone,0,2,LOW,86.0
03:15:25,cctv_zone,1,4,LOW,71.76
03:15:28,cctv_zone,0,6,LOW,58.0
03:15:31,cctv_zone,0,3,LOW,79.0
03:15:34,cctv_zone,0,2,LOW,86.0
03:15:36,cctv_zone,0,3,LOW,79.0
03:15:39,cctv_zone,1,1,LOW,92.94
03:16:08,cctv_zone,1,8,LOW,43.52
03:17:14,cctv_zone,3,0,LOW,100
03:17:17,cctv_zone,2,0,LOW,100
03:17:20,cctv_zone,0,3,LOW,79.0
03:17:22,cctv_zone,2,0,LOW,100
03:17:25,cctv_zone,1,2,LOW,85.88
03:17:28,cctv_zone,0,1,LOW,93.0
03:17:31,cctv_zone,1,0,LOW,100
03:17:34,cctv_zone,0,1,LOW,93.0
03:17:37,cctv_zone,0,0,LOW,100
03:17:39,cctv_zone,0,1,LOW,93.0
03:17:44,cctv_zone,1,1,LOW,92.94
03:17:46,cctv_zone,1,0,LOW,100
03:17:50,cctv_zone,0,0,LOW,100
03:17:52,cctv_zone,0,0,LOW,100
03:17:55,cctv_zone,0,0,LOW,100
03:17:58,cctv_zone,0,2,LOW,86.0
03:18:00,cctv_zone,0,0,LOW,100
03:18:03,cctv_zone,0,0,LOW,100
03:18:06,cctv_zone,0,2,LOW,86.0
03:18:09,cctv_zone,0,0,LOW,100
03:18:14,cctv_zone,0,0,LOW,100
03:18:16,cctv_zone,2,2,LOW,85.76
03:18:19,cctv_zone,1,2,LOW,85.88
03:18:22,cctv_zone,1,1,LOW,92.94
03:18:24,cctv_zone,1,4,LOW,71.76
03:18:27,cctv_zone,1,5,LOW,64.7
03:18:30,cctv_zone,1,4,LOW,71.76
03:18:32,cctv_zone,0,0,LOW,100
10:14:49,cctv_zone,3,0,LOW,100
10:14:52,cctv_zone,2,0,LOW,100
10:14:55,cctv_zone,0,3,LOW,79.0
10:14:58,cctv_zone,2,0,LOW,100
10:15:01,cctv_zone,1,2,LOW,85.88
10:15:04,cctv_zone,0,1,LOW,93.0
10:15:10,cctv_zone,1,0,LOW,100
10:15:12,cctv_zone,0,1,LOW,93.0
10:15:14,cctv_zone,0,0,LOW,100
10:15:28,cctv_zone,0,2,LOW,86.0
10:15:31,cctv_zone,0,2,LOW,86.0
10:15:35,cctv_zone,0,2,LOW,86.0
10:15:38,cctv_zone,0,2,LOW,86.0
10:15:41,cctv_zone,0,3,LOW,79.0
10:15:45,cctv_zone,0,3,LOW,79.0
10:15:48,cctv_zone,0,3,LOW,79.0
10:15:52,cctv_zone,0,3,LOW,79.0
10:15:55,cctv_zone,0,3,LOW,79.0
10:15:59,cctv_zone,0,2,LOW,86.0
10:16:07,cctv_zone,0,0,LOW,100
10:16:11,cctv_zone,0,2,LOW,86.0
10:16:14,cctv_zone,0,1,LOW,93.0
10:16:17,cctv_zone,0,3,LOW,79.0
10:16:21,cctv_zone,1,1,LOW,92.94
10:16:25,cctv_zone,1,0,LOW,100
10:16:29,cctv_zone,2,0,LOW,100
10:16:32,cctv_zone,2,0,LOW,100
10:16:35,cctv_zone,2,1,LOW,92.88
10:16:39,cctv_zone,2,2,LOW,85.76
10:16:47,cctv_zone,1,1,LOW,92.94
10:16:51,cctv_zone,1,0,LOW,100
10:16:55,cctv_zone,1,0,LOW,100
10:16:58,cctv_zone,1,1,LOW,92.94
10:17:02,cctv_zone,1,2,LOW,85.88
10:17:05,cctv_zone,1,0,LOW,100
10:17:09,cctv_zone,0,2,LOW,86.0
10:17:12,cctv_zone,0,0,LOW,100
10:17:16,cctv_zone,0,1,LOW,93.0
10:17:20,cctv_zone,0,2,LOW,86.0
10:17:28,cctv_zone,0,0,LOW,100
10:17:31,cctv_zone,0,0,LOW,100
10:17:35,cctv_zone,0,0,LOW,100
10:17:39,cctv_zone,0,0,LOW,100
10:17:42,cctv_zone,0,0,LOW,100
10:17:45,cctv_zone,0,0,LOW,100
10:17:49,cctv_zone,0,0,LOW,100
10:17:52,cctv_zone,0,0,LOW,100
10:17:56,cctv_zone,0,0,LOW,100
10:18:00,cctv_zone,0,1,LOW,93.0
10:18:08,cctv_zone,0,1,LOW,93.0
10:18:11,cctv_zone,0,2,LOW,86.0
10:18:14,cctv_zone,0,1,LOW,93.0
10:18:18,cctv_zone,0,0,LOW,100
10:18:21,cctv_zone,0,1,LOW,93.0
10:18:25,cctv_zone,0,2,LOW,86.0
10:18:28,cctv_zone,0,1,LOW,93.0
10:18:32,cctv_zone,0,2,LOW,86.0
10:18:35,cctv_zone,1,1,LOW,92.94
10:18:38,cctv_zone,1,0,LOW,100
10:18:46,cctv_zone,1,0,LOW,100
10:18:49,cctv_zone,1,0,LOW,100
10:18:52,cctv_zone,1,0,LOW,100
10:18:56,cctv_zone,1,0,LOW,100
10:18:59,cctv_zone,0,1,LOW,93.0
10:19:02,cctv_zone,0,1,LOW,93.0
10:19:05,cctv_zone,0,2,LOW,86.0
10:19:08,cctv_zone,0,1,LOW,93.0
10:19:11,cctv_zone,0,1,LOW,93.0
10:19:15,cctv_zone,0,1,LOW,93.0
10:19:24,cctv_zone,0,2,LOW,86.0
10:19:27,cctv_zone,0,1,LOW,93.0
10:19:30,cctv_zone,0,3,LOW,79.0
10:19:33,cctv_zone,0,3,LOW,79.0
10:19:36,cctv_zone,0,3,LOW,79.0
10:19:39,cctv_zone,0,2,LOW,86.0
10:19:44,cctv_zone,0,0,LOW,100
10:19:47,cctv_zone,0,2,LOW,86.0
10:19:50,cctv_zone,0,1,LOW,93.0
10:19:53,cctv_zone,0,1,LOW,93.0
10:20:01,cctv_zone,0,1,LOW,93.0
10:20:04,cctv_zone,0,0,LOW,100
10:20:09,cctv_zone,0,0,LOW,100
10:20:13,cctv_zone,0,0,LOW,100
10:20:15,cctv_zone,0,0,LOW,100
10:20:37,cctv_zone,2,0,LOW,100
10:20:40,cctv_zone,2,0,LOW,100
10:20:42,cctv_zone,3,0,LOW,100
10:20:46,cctv_zone,2,0,LOW,100
10:20:49,cctv_zone,2,0,LOW,100
10:20:51,cctv_zone,3,0,LOW,100
10:20:55,cctv_zone,3,0,LOW,100
10:20:59,cctv_zone,2,1,LOW,92.88
10:21:02,cctv_zone,1,2,LOW,85.88
10:21:05,cctv_zone,0,1,LOW,93.0
10:21:11,cctv_zone,0,0,LOW,100
10:21:15,cctv_zone,1,0,LOW,100
10:21:18,cctv_zone,1,0,LOW,100
10:21:23,cctv_zone,1,1,LOW,92.94
10:21:26,cctv_zone,1,0,LOW,100
10:21:29,cctv_zone,3,2,LOW,85.64
10:21:33,cctv_zone,2,1,LOW,92.88
10:21:36,cctv_zone,2,0,LOW,100
10:21:39,cctv_zone,2,0,LOW,100
10:21:43,cctv_zone,2,0,LOW,100
10:21:50,cctv_zone,2,0,LOW,100
10:21:53,cctv_zone,2,2,LOW,85.76
10:21:57,cctv_zone,2,0,LOW,100
10:22:00,cctv_zone,0,1,LOW,93.0
10:22:04,cctv_zone,0,0,LOW,100
10:22:07,cctv_zone,0,0,LOW,100
10:22:10,cctv_zone,0,1,LOW,93.0
10:22:14,cctv_zone,0,1,LOW,93.0
10:22:17,cctv_zone,0,3,LOW,79.0
10:22:21,cctv_zone,0,3,LOW,79.0
10:22:27,cctv_zone,1,2,LOW,85.88
10:22:30,cctv_zone,1,0,LOW,100
10:22:34,cctv_zone,1,2,LOW,85.88
10:22:37,cctv_zone,2,0,LOW,100
10:22:41,cctv_zone,2,1,LOW,92.88
10:22:44,cctv_zone,2,0,LOW,100
10:22:47,cctv_zone,2,0,LOW,100
10:22:50,cctv_zone,2,1,LOW,92.88
10:22:52,cctv_zone,2,0,LOW,100
10:22:55,cctv_zone,3,1,LOW,92.82
10:22:59,cctv_zone,2,0,LOW,100
10:23:02,cctv_zone,2,0,LOW,100
10:23:04,cctv_zone,1,0,LOW,100
10:23:07,cctv_zone,1,0,LOW,100
10:23:10,cctv_zone,1,0,LOW,100
10:23:12,cctv_zone,1,0,LOW,100
10:23:15,cctv_zone,0,0,LOW,100
10:23:18,cctv_zone,0,0,LOW,100
10:23:20,cctv_zone,2,0,LOW,100
10:23:23,cctv_zone,1,0,LOW,100
10:23:29,cctv_zone,1,1,LOW,92.94
10:23:32,cctv_zone,2,2,LOW,85.76
10:23:35,cctv_zone,0,1,LOW,93.0
10:23:39,cctv_zone,2,2,LOW,85.76
10:23:42,cctv_zone,1,0,LOW,100
10:23:45,cctv_zone,2,0,LOW,100
10:23:47,cctv_zone,1,4,LOW,71.76
10:23:50,cctv_zone,1,2,LOW,85.88
10:23:54,cctv_zone,1,0,LOW,100
10:23:57,cctv_zone,0,0,LOW,100
10:24:01,cctv_zone,0,0,LOW,100
10:24:04,cctv_zone,0,0,LOW,100
10:33:36,cctv_zone,2,0,LOW,100
10:33:39,cctv_zone,2,0,LOW,100
10:33:42,cctv_zone,3,0,LOW,100
10:33:44,cctv_zone,2,0,LOW,100
10:33:47,cctv_zone,2,0,LOW,100
10:33:50,cctv_zone,3,0,LOW,100
10:33:54,cctv_zone,3,0,LOW,100
10:33:57,cctv_zone,2,1,LOW,92.88
10:33:59,cctv_zone,1,2,LOW,85.88
10:34:02,cctv_zone,0,1,LOW,93.0
10:34:06,cctv_zone,0,0,LOW,100
10:34:09,cctv_zone,1,0,LOW,100
10:34:11,cctv_zone,1,0,LOW,100
10:34:15,cctv_zone,1,1,LOW,92.94
10:34:17,cctv_zone,1,0,LOW,100
10:34:20,cctv_zone,3,2,LOW,85.64
10:34:23,cctv_zone,2,1,LOW,92.88
10:34:26,cctv_zone,2,0,LOW,100
10:34:28,cctv_zone,2,0,LOW,100
10:34:31,cctv_zone,2,0,LOW,100
10:34:35,cctv_zone,2,0,LOW,100
10:34:38,cctv_zone,2,2,LOW,85.76
10:34:41,cctv_zone,2,0,LOW,100
